Participant,participant,Time,Neutral_Low_CS,Happy_Low_CS,Neutral_Low_ZM,Happy_Low_ZM,Neutral_High_CS,Happy_High_CS,Neutral_High_ZM,Happy_High_ZM
P17,P17,0.85693,0.8688017649,0.7081898403,0.7260111947,0.808515065,0.7466727964,0.6900916205,0.6028275793,0.7386019796
P17,P17,0.85742,0.9064979381,0.6904036897,0.7057784648,0.7997322514,0.7038896181,0.7129005756,0.6304003999,0.7380311301
P17,P17,0.85791,0.8627570613,0.6641685691,0.6718487952,0.8017654398,0.6995015081,0.7247167174,0.6845723344,0.8125716176
P17,P17,0.8584,0.811108226,0.7148283852,0.6715615417,0.7586301108,0.6501859687,0.685772969,0.691998354,0.8754953347
P17,P17,0.85889,0.7393244257,0.6877448341,0.6629032371,0.7406990884,0.6711698702,0.6423690497,0.6715978978,0.9136112628
P17,P17,0.85938,0.6968483309,0.6667104585,0.6651401411,0.7676979197,0.7062974681,0.5728368956,0.6887321262,0.8961163157
P17,P17,0.85986,0.6947286541,0.6394247984,0.7412693775,0.7897878109,0.7385518024,0.5977171433,0.7644091322,0.8581447762
P17,P17,0.86035,0.7112838727,0.5808826072,0.7867959127,0.7511242959,0.830960325,0.622432104,0.80193868,0.7991563233
P17,P17,0.86084,0.7744158512,0.5740254524,0.7447394046,0.7580714907,0.8298577025,0.6547097455,0.796271225,0.7802920769
P17,P17,0.86133,0.8168583419,0.5691228801,0.6705528637,0.7773707334,0.7641642492,0.6821959453,0.8371622749,0.753406945
P17,P17,0.86182,0.7828228933,0.5974327139,0.6712534478,0.7754985392,0.6736079555,0.7301324521,0.8548255215,0.7416449121
P17,P17,0.8623,0.7027548323,0.6206291401,0.6761646102,0.7729170108,0.6435629416,0.7974866743,0.9212414318,0.7186122536
P17,P17,0.86279,0.683165725,0.675175848,0.7002055929,0.7508439164,0.6416531848,0.8230299524,0.9723056522,0.7743760002
P17,P17,0.86328,0.7390130393,0.7023808533,0.7407031916,0.809954465,0.6807082031,0.8115215366,0.9895239985,0.8541342277
P17,P17,0.86377,0.7613601828,0.6930468982,0.7368652795,0.8450489748,0.7363960163,0.7806760999,0.9646896219,0.9056412307
P17,P17,0.86426,0.7886902745,0.6208434549,0.7671055061,0.8522269125,0.75346149,0.7684398375,0.8702840898,0.8813220625
P17,P17,0.86475,0.8083310366,0.603362389,0.793271775,0.8611003998,0.696276569,0.7494456161,0.7648227194,0.8872442307
P17,P17,0.86523,0.7881967649,0.6477838894,0.8088643731,0.8561907236,0.6576598075,0.6687939973,0.7453173144,0.8900847598
P17,P17,0.86572,0.7492938503,0.7747140665,0.8363359052,0.8287993166,0.6210632823,0.6215360725,0.7398460157,0.9136083479
P17,P17,0.86621,0.7161779803,0.9060977247,0.8459393883,0.7696338994,0.5914252306,0.6149905292,0.7607262136,0.9248479079
P17,P17,0.8667,0.7215410802,0.952467216,0.8637361698,0.7223000626,0.603301207,0.63280999,0.8259885717,0.9051281613
P17,P17,0.86719,0.7281095834,0.9175141835,0.8578259412,0.7359714291,0.6418984265,0.6274634847,0.8732325128,0.8653584385
P17,P17,0.86768,0.7212144818,0.8198673164,0.8076078517,0.726027007,0.6779356084,0.6230532561,0.9211481642,0.8565395289
P17,P17,0.86816,0.7014331479,0.6923254545,0.7498878183,0.7542935156,0.7140046164,0.6298849034,0.9428488787,0.8468763209
P17,P17,0.86865,0.6503039347,0.6540388653,0.6816135551,0.8122102454,0.7074141717,0.6673696299,0.9234241358,0.8269906831
P17,P17,0.86914,0.5848533229,0.6806602824,0.7331478631,0.8152282477,0.6585633325,0.6806732527,0.8811427486,0.8011112708
P17,P17,0.86963,0.585779155,0.7175905741,0.8330138211,0.7935761257,0.6443098149,0.7170850159,0.8407652038,0.744010083
P17,P17,0.87012,0.6061470937,0.785503509,0.9026374295,0.7972449596,0.6496092018,0.7265575125,0.832475492,0.7080824497
P17,P17,0.87061,0.6506080367,0.812410924,0.8986544246,0.7954881018,0.686312466,0.766299271,0.7935139832,0.7856186492
P17,P17,0.87109,0.6246608143,0.8198810609,0.8454541583,0.836774321,0.7424154104,0.7940139329,0.7711444409,0.8629843909
P17,P17,0.87158,0.6129200227,0.7872852459,0.7786673764,0.8230936619,0.7739439839,0.7335655013,0.7443493379,0.8862363796
P17,P17,0.87207,0.6661528463,0.7405448448,0.7642488462,0.7315321357,0.7800012422,0.7176576793,0.7575430047,0.8637451786
P17,P17,0.87256,0.6727841709,0.7553594108,0.7653434926,0.6272098639,0.7611722973,0.7655690645,0.7411730236,0.80927984
P17,P17,0.87305,0.6160519187,0.8065980942,0.7669543385,0.6060819903,0.769547255,0.7937407258,0.7561785296,0.7770165488
P17,P17,0.87354,0.595047825,0.7975937381,0.7349003086,0.6260915563,0.7121638312,0.7889605333,0.8119128409,0.7502520692
P17,P17,0.87402,0.6367884636,0.7720841327,0.7130924392,0.6369023253,0.6433105623,0.714818915,0.8404924798,0.7412579045
P17,P17,0.87451,0.7264806506,0.7092267376,0.7455604935,0.7026028422,0.6492976277,0.6768647597,0.8229554935,0.6896937796
P17,P17,0.875,0.8134548043,0.6404712994,0.7850870161,0.7507726708,0.6877187791,0.6677121792,0.8365040607,0.6555076856
P17,P17,0.87549,0.8015604201,0.5838340896,0.7907248328,0.7680924769,0.7080687828,0.721074251,0.8492466723,0.7064077515
P17,P17,0.87598,0.7006515112,0.5926228703,0.800467555,0.7529277079,0.680240849,0.811637403,0.8373866254,0.7197754053
P17,P17,0.87646,0.6534027031,0.6952074896,0.8352278629,0.7129104885,0.6569241083,0.8210143653,0.8576642722,0.783958753
P17,P17,0.87695,0.6763312794,0.7726153195,0.8477826914,0.6874387458,0.625467124,0.7864213455,0.9202440899,0.8743004912
P17,P17,0.87744,0.7723787499,0.763226123,0.8242910265,0.7154178273,0.5916063866,0.7559041749,0.9627660598,0.8912757112
P17,P17,0.87793,0.838481489,0.7039156018,0.7616063456,0.7269034028,0.5139861517,0.7194326553,0.9499998437,0.8821316123
P17,P17,0.87842,0.8298963867,0.6965302919,0.6824861953,0.7562133903,0.534480751,0.7349974297,0.911132833,0.8727251019
P17,P17,0.87891,0.7646867338,0.7018172982,0.6463322316,0.7768297237,0.6204744583,0.8033962212,0.9022857441,0.8374810943
P17,P17,0.87939,0.6858187087,0.6440105829,0.6246672362,0.7547934734,0.7266441901,0.8064208121,0.9182921694,0.7776887021
P17,P17,0.87988,0.6591366563,0.6035246984,0.6480418607,0.7008281929,0.820729818,0.8017763111,0.9072917446,0.8114658651
P17,P17,0.88037,0.6339679553,0.6148377272,0.7177810893,0.679893548,0.8354920811,0.800405223,0.9368112706,0.813618274
P17,P17,0.88086,0.5912024004,0.737042871,0.7257849663,0.742445815,0.7503513423,0.8113104914,0.921244754,0.7814623439
P17,P17,0.88135,0.5495221839,0.8736664554,0.7443202333,0.8257923638,0.6704573713,0.7851850025,0.8939078171,0.7560566433
P17,P17,0.88184,0.5847198651,0.9319216535,0.7478053874,0.827959232,0.6134748761,0.7207602403,0.8360083546,0.7471208005
P17,P17,0.88232,0.669726975,0.9001512966,0.7878412959,0.8005380162,0.5652057641,0.6767786183,0.7693248696,0.7662816686
P17,P17,0.88281,0.7383403265,0.8144131564,0.801987023,0.8131204063,0.5607776052,0.6645627505,0.7317931068,0.779887873
P17,P17,0.8833,0.7740971211,0.7277602818,0.8016433745,0.840376462,0.6011584766,0.6502615226,0.7225054665,0.7355868089
P17,P17,0.88379,0.8127415194,0.7460435935,0.7621008255,0.8366862292,0.6478048637,0.6552013395,0.7255471487,0.7919556872
P17,P17,0.88428,0.8126541357,0.8094887616,0.727890638,0.802803635,0.6764310003,0.6599231421,0.7424298305,0.8413526104
P17,P17,0.88477,0.7614664594,0.8531252186,0.740218312,0.7697058555,0.6628022962,0.6538339859,0.8022244949,0.8454450159
P17,P17,0.88525,0.747594232,0.8482300155,0.7595477355,0.7749806012,0.6561513829,0.6596606152,0.7837830073,0.7988675496
P17,P17,0.88574,0.7346676685,0.8189942092,0.7743337552,0.821758996,0.6589702244,0.6551770797,0.7762299505,0.7580702849
P17,P17,0.88623,0.723854535,0.7578091862,0.8115546952,0.8346429232,0.6463119316,0.667227863,0.7638164048,0.7838494924
P17,P17,0.88672,0.7178879685,0.7444374336,0.8342848334,0.8214079919,0.6262168724,0.6752482679,0.8039293547,0.7781261268
P17,P17,0.88721,0.6768566556,0.7534610615,0.813848437,0.7758603413,0.6242859718,0.6949288042,0.8020956096,0.7264159017
P17,P17,0.8877,0.6363323335,0.8038695672,0.8046577523,0.7843768111,0.6320648102,0.678398942,0.8354048589,0.7222861218
P17,P17,0.88818,0.6189893615,0.8454536806,0.8208141085,0.8282875108,0.6841411705,0.6580471424,0.9308556178,0.7130419246
P17,P17,0.88867,0.6643456451,0.8216763053,0.8669607481,0.8334450502,0.7699308153,0.646452378,0.9722906361,0.72661285
P17,P17,0.88916,0.7085977921,0.7499006065,0.9013192615,0.8464706958,0.8007374581,0.6389462979,0.9475585174,0.7273957285
P17,P17,0.88965,0.6928727804,0.7348020102,0.9009062447,0.8541682952,0.7283709709,0.6381020253,0.9719678005,0.6963473266
P17,P17,0.89014,0.6838667661,0.7468621192,0.9062416327,0.8513006759,0.7823330003,0.6208899627,0.9906743069,0.6801948205
P17,P17,0.89062,0.6879171009,0.8054227812,0.9100306774,0.9048322388,0.9027096772,0.6199547074,0.928074666,0.6668681328
P17,P17,0.89111,0.6738866634,0.8336062855,0.9300008867,0.9522774348,0.9772059152,0.6387872226,0.8090554476,0.6751501871
P17,P17,0.8916,0.6630223928,0.824720604,0.9987854092,0.9392542365,0.9388183277,0.6496467989,0.7714277074,0.7239559615
P17,P17,0.89209,0.7262730236,0.8274094149,1.020715088,0.9279086972,0.8364927049,0.6404519303,0.7620615752,0.7570179566
P17,P17,0.89258,0.7760954253,0.8122882166,0.9601590319,0.9006762204,0.8048899222,0.6337559722,0.7712159049,0.7569006063
P17,P17,0.89307,0.820206249,0.7760399569,0.9135631199,0.8321695408,0.7759639773,0.6969891527,0.7710075549,0.7579366689
P17,P17,0.89355,0.7878198916,0.7380311721,0.9029858511,0.7691976455,0.7847034829,0.7806887421,0.811301388,0.817639292
P17,P17,0.89404,0.7018151711,0.7031471389,0.8862957813,0.6620004105,0.7884416669,0.8211739803,0.8593751576,0.8699075028
P17,P17,0.89453,0.6292717278,0.6241238086,0.7848728888,0.5740507251,0.8071474658,0.823508798,0.8564074748,0.8832937797
P17,P17,0.89502,0.6035754449,0.5711916505,0.6735106419,0.5792254489,0.7688854402,0.8514605458,0.7996633252,0.8681750727
P17,P17,0.89551,0.6383554029,0.5725587692,0.6688599771,0.6145913942,0.7337639549,0.844593928,0.780967218,0.8618280393
P17,P17,0.896,0.6748220336,0.6269218751,0.7141258413,0.6995054739,0.761220772,0.8021082129,0.778666024,0.9106826549
P17,P17,0.89648,0.7510952032,0.6704456887,0.7173626943,0.813264857,0.7694996953,0.7625309355,0.8138057893,0.9822760237
P17,P17,0.89697,0.7896281878,0.6869298156,0.790065148,0.844718977,0.7720672295,0.78648496,0.7968303384,0.9589823742
P17,P17,0.89746,0.8098608797,0.6932900168,0.8327007569,0.7865169977,0.7212491818,0.7954346271,0.751017266,0.8637141249
P17,P17,0.89795,0.8262914159,0.6540350409,0.8205251257,0.6885052468,0.6437697381,0.7930795108,0.7557683267,0.8412848574
P17,P17,0.89844,0.8594587575,0.6431858406,0.783826055,0.6542994603,0.6250786806,0.7870222364,0.8433229791,0.8406006451
P17,P17,0.89893,0.8697736596,0.6173983547,0.7544779003,0.6506695576,0.6164037984,0.7712252651,0.8901483634,0.7994378251
P17,P17,0.89941,0.8585478345,0.5675152091,0.7373322493,0.658050139,0.6651656834,0.7263249436,0.8972176597,0.7720973395
P17,P17,0.8999,0.8063229182,0.5455447451,0.6783775647,0.6932604654,0.7406160431,0.7520338386,0.8633735415,0.8478675529
P17,P17,0.90039,0.7319985563,0.5210846032,0.6592187638,0.7062620356,0.7492358545,0.8244097967,0.7962166307,0.929348094
P17,P17,0.90088,0.6596220429,0.546774934,0.608934992,0.7219064282,0.7183291316,0.7938664848,0.7980422565,0.9628928081
P17,P17,0.90137,0.6767134796,0.6264216974,0.6725686223,0.7248726633,0.7113587463,0.6746450788,0.8348309613,0.9054840991
P17,P17,0.90186,0.7093007504,0.7375069394,0.7210857911,0.6994452701,0.7100030439,0.6512699018,0.8436914519,0.8771145536
P17,P17,0.90234,0.724520651,0.8132437181,0.7696693131,0.6672504302,0.7374998673,0.6412611999,0.7952289897,0.8395957591
P17,P17,0.90283,0.7394169127,0.8068726666,0.7995824169,0.5967865514,0.7920994382,0.5788785778,0.6922895047,0.8162525243
P17,P17,0.90332,0.7305509871,0.7806505862,0.826778858,0.5885272873,0.8543117996,0.5668090758,0.6481363204,0.7657530546
P17,P17,0.90381,0.694197164,0.6867488193,0.7955213635,0.6227027771,0.8913760193,0.6297704192,0.6744081311,0.725412479
P17,P17,0.9043,0.6890205473,0.6530413084,0.7259911178,0.6185455726,0.8831296899,0.6277265303,0.7061557919,0.7267507554
P17,P17,0.90479,0.7153615831,0.661351291,0.7041336404,0.5548883768,0.8639176597,0.6189786691,0.7432560845,0.6915614772
P17,P17,0.90527,0.7243404736,0.6180971216,0.7600188878,0.5299794822,0.8366444215,0.6565756729,0.7210736055,0.6685050112
P17,P17,0.90576,0.7695875289,0.5949032743,0.7653268153,0.5622530135,0.7985467092,0.6874728636,0.7456610364,0.7432913099
P17,P17,0.90625,0.7733254612,0.6353290743,0.7432117521,0.6650842691,0.711913382,0.7142812529,0.755207673,0.8324308389
P17,P17,0.90674,0.7581443787,0.7253592303,0.7469763473,0.6970767004,0.6395585078,0.7282404398,0.7796361854,0.8708468846
P17,P17,0.90723,0.7471322835,0.8052451903,0.7615485057,0.6968669867,0.6572308434,0.7102592753,0.8036512852,0.8504346751
P17,P17,0.90771,0.802974739,0.8221505201,0.7568740449,0.6844952218,0.6658844796,0.7037619639,0.7440576036,0.8287248881
P17,P17,0.9082,0.8612010699,0.7887154088,0.7307808717,0.6975626455,0.69440142,0.6323404875,0.7234825429,0.8431225827
P17,P17,0.90869,0.8410211504,0.7167800297,0.700321807,0.6963867498,0.731882586,0.6189772498,0.7596829251,0.8763841296
P17,P17,0.90918,0.7955175203,0.6504639924,0.6854829964,0.6918185491,0.7512802162,0.6572911164,0.8129238508,0.8867188533
P17,P17,0.90967,0.7698958618,0.6697390275,0.6729268267,0.7151682953,0.7910825701,0.6994349284,0.8636134566,0.9049052042
P17,P17,0.91016,0.7375005503,0.690132826,0.6915300182,0.7579198254,0.8222883664,0.7264913711,0.9037809614,0.862911906
P17,P17,0.91064,0.7578170389,0.7120441083,0.7124046566,0.7664898079,0.8323775782,0.7539522286,0.8900815125,0.811321148
P17,P17,0.91113,0.7694601389,0.6968666323,0.7194806395,0.7200395515,0.8297341252,0.7628689848,0.8600025873,0.7933152047
P17,P17,0.91162,0.7783728103,0.6926221057,0.7345672928,0.7856736504,0.7310296279,0.762424568,0.8600300818,0.7758770918
P17,P17,0.91211,0.7670243682,0.7138764919,0.7521765087,0.8717484299,0.6549872954,0.7783260682,0.8220451513,0.7424841029
P17,P17,0.9126,0.8317249757,0.7186979625,0.8271083152,0.9347691277,0.6029396791,0.8303097494,0.7641232663,0.7917199114
P17,P17,0.91309,0.8666409386,0.7484756936,0.8642970051,0.9211371819,0.5980698422,0.8468066513,0.7387302101,0.8705643285
P17,P17,0.91357,0.8717555248,0.7517587088,0.8457914674,0.9238969515,0.6117872495,0.8120297958,0.7561213077,0.9167446606
P17,P17,0.91406,0.8703815274,0.7095321425,0.7381580833,0.8841881917,0.6325728741,0.7952330954,0.7571261638,0.9224429258
P17,P17,0.91455,0.8685446825,0.6961338964,0.7176084404,0.7966466812,0.6257874378,0.7581859251,0.7569677265,0.8632331408
P17,P17,0.91504,0.86055192,0.6864904077,0.7227320226,0.7435393488,0.6373177004,0.6792746799,0.7795360744,0.8063324533
P17,P17,0.91553,0.8750009449,0.6826110161,0.7457869862,0.7288217799,0.6388000896,0.641534094,0.7763309575,0.7906677908
P17,P17,0.91602,0.8806497927,0.6172283062,0.7758723108,0.778868509,0.6483954589,0.6495731295,0.7739848163,0.8154247567
P17,P17,0.9165,0.901491722,0.6071725092,0.798400755,0.7969773054,0.6343379412,0.6753581385,0.8023357586,0.7980113581
P17,P17,0.91699,0.8838674449,0.6429334213,0.7832455701,0.7933341421,0.6422155769,0.6572481339,0.8395598607,0.742203492
P17,P17,0.91748,0.8176495492,0.7328824805,0.7472332497,0.735049591,0.633726914,0.632604973,0.8473315912,0.769203521
P17,P17,0.91797,0.783847222,0.7967383698,0.7091056777,0.66203639,0.694793461,0.6368094713,0.8315820431,0.7990972891
P17,P17,0.91846,0.7687257636,0.8221230051,0.7009098728,0.6695647574,0.7217233031,0.6998505699,0.8319617336,0.8220543531
P17,P17,0.91895,0.771530515,0.8141024028,0.7084904227,0.675594589,0.7182721232,0.7477506027,0.8642392365,0.8010469697
P17,P17,0.91943,0.7647190802,0.7955202538,0.6824119144,0.6644109275,0.6784716899,0.7745695509,0.8780860043,0.7855865324
P17,P17,0.91992,0.7186407008,0.7952817738,0.6831962307,0.6990959035,0.639671875,0.7862812177,0.9484419208,0.8457835401
P17,P17,0.92041,0.644070998,0.7490730955,0.6828331187,0.7257030558,0.6234917745,0.7540581792,0.9970518273,0.8459425975
P17,P17,0.9209,0.586542986,0.7241688011,0.6732436221,0.7583336133,0.6435411513,0.676922205,0.9543331289,0.8206908959
P17,P17,0.92139,0.5987764419,0.7033524226,0.6667690801,0.769054286,0.6751506877,0.613865903,0.9238823803,0.769794642
P17,P17,0.92188,0.6641767133,0.6725253894,0.6794009868,0.7476961658,0.6962107139,0.6745401783,0.9118158472,0.734939296
P17,P17,0.92236,0.7002419644,0.6643328524,0.6897641009,0.7548582179,0.7164907068,0.7456046777,0.9320011636,0.7508761105
P17,P17,0.92285,0.7312634811,0.6793811149,0.6611823412,0.8017037254,0.720778904,0.8098971124,0.9623233814,0.7525631866
P17,P17,0.92334,0.7571875285,0.7544057246,0.6253941672,0.8495861887,0.6961216041,0.8201844935,0.9736828935,0.7906160372
P17,P17,0.92383,0.7289510954,0.8042710874,0.6111728317,0.831551461,0.6646413021,0.8042997565,1.000090113,0.8249889668
P17,P17,0.92432,0.6799041603,0.7937937462,0.6456423472,0.733027702,0.6176879341,0.7811409925,0.9515836775,0.8690345405
P17,P17,0.9248,0.6813930122,0.6965799859,0.7481918288,0.7090310437,0.6348301237,0.7912202146,0.9297168394,0.9220964856
P17,P17,0.92529,0.7020360962,0.5836242361,0.7833869581,0.7716141632,0.6815252649,0.7973486956,0.9001063617,0.9590281891
P17,P17,0.92578,0.6998178433,0.593545217,0.7780185101,0.8218466119,0.7201619618,0.8099639675,0.9018817775,0.9645859471
P17,P17,0.92627,0.7067068037,0.6264312815,0.7937667185,0.8279051259,0.7499067943,0.8179159516,0.9637038346,0.940450825
P17,P17,0.92676,0.6888976072,0.6256962212,0.8498917168,0.7665262056,0.7688781416,0.8373592184,0.970339559,0.9329912643
P17,P17,0.92725,0.6609619437,0.6597802273,0.8494598543,0.757865539,0.8289922895,0.8435163704,0.9690213841,0.9198781061
P17,P17,0.92773,0.651614673,0.6508258544,0.8458885581,0.7782876567,0.8454124378,0.8013093721,0.9952369451,0.9021547767
P17,P17,0.92822,0.7073362043,0.6187034354,0.8208103913,0.7705895299,0.8140757025,0.7937197694,1.05840729,0.8300302224
P17,P17,0.92871,0.7936427974,0.5788061227,0.7924224571,0.7872542773,0.8069749001,0.7987965117,1.135937272,0.764895842
P17,P17,0.9292,0.8207028036,0.5955104166,0.751900965,0.8066607171,0.7965817322,0.7616413042,1.170274734,0.7416087944
P17,P17,0.92969,0.7692375548,0.6686932548,0.7556179154,0.8027997006,0.7787439471,0.7994288813,1.14862354,0.7507661034
P17,P17,0.93018,0.7900023404,0.7558153925,0.8145669476,0.7700010949,0.7738472044,0.8263266566,1.043851642,0.7892612064
P17,P17,0.93066,0.8659868851,0.7851548095,0.8637965784,0.7376501003,0.7577143206,0.8147772412,0.9119676846,0.7912234418
P17,P17,0.93115,0.8770591588,0.7879706919,0.8700093548,0.7329251928,0.6955800836,0.8472796975,0.8280345297,0.7587155512
P17,P17,0.93164,0.8634993295,0.8022597675,0.8810434099,0.7464042546,0.6039380438,0.9016379166,0.9003341239,0.7558808993
P17,P17,0.93213,0.8539540572,0.7659565917,0.8038476224,0.7547551134,0.5569936904,0.8914447118,0.9700828334,0.8308658248
P17,P17,0.93262,0.8246008333,0.7177194624,0.7979233528,0.797466551,0.5825446317,0.8299800191,1.073775888,0.9546866813
P17,P17,0.93311,0.8419460988,0.6513875896,0.8004562151,0.7743392324,0.6490204757,0.7871539189,1.130532125,0.9807556068
P17,P17,0.93359,0.8654750752,0.6340619043,0.8207466062,0.7478079222,0.6889318235,0.8060964028,1.111522165,0.9167450077
P17,P17,0.93408,0.8600506882,0.6665830668,0.8513860052,0.7026255696,0.6674035063,0.8545434743,1.046654111,0.8448557344
P17,P17,0.93457,0.8048897425,0.7287276568,0.8359510923,0.6852613167,0.6644690953,0.8961200489,0.9878059087,0.8177682733
P17,P17,0.93506,0.7935447174,0.7369534177,0.8321380366,0.6419639517,0.6811996279,0.900645485,0.924167733,0.8279784053
P17,P17,0.93555,0.7532941636,0.7189606855,0.8625465623,0.596511625,0.7026121654,0.8981058811,0.8936713122,0.8274154693
P17,P17,0.93604,0.74406967,0.6909744953,0.9218097165,0.6617609003,0.7402802257,0.8582906125,0.8723000555,0.8274784796
P17,P17,0.93652,0.7709294065,0.7046142358,0.9321660433,0.7444292022,0.7708267373,0.7683804774,0.8127044621,0.8052998256
P17,P17,0.93701,0.7814397254,0.7242549599,0.9399090174,0.7682054328,0.8166534011,0.7057981506,0.7268140049,0.7754982718
P17,P17,0.9375,0.7529905823,0.7334980704,0.9181098377,0.7365374811,0.8255083067,0.7024298481,0.7006678704,0.7791497995
P17,P17,0.93799,0.7184513141,0.7359748886,0.8787255629,0.7500925271,0.842516292,0.7429740011,0.708918437,0.8214899877
P17,P17,0.93848,0.7211496382,0.7002019541,0.8198038287,0.7923547425,0.8263926952,0.7880100605,0.7359198924,0.8440177336
P17,P17,0.93896,0.6925210384,0.7166136485,0.7384023437,0.8582334755,0.8237970699,0.8306035894,0.7163292998,0.8771706063
P17,P17,0.93945,0.6902101254,0.7643046176,0.7135131481,0.8541445186,0.7965541202,0.8184958914,0.7149632121,0.9096398263
P17,P17,0.93994,0.7291285155,0.8133904186,0.7438940405,0.85862582,0.7223369138,0.7995445231,0.7111850797,0.9099674618
P17,P17,0.94043,0.7576324281,0.821942018,0.765093367,0.797528679,0.7086674405,0.8143839015,0.6935171514,0.8919320703
P17,P17,0.94092,0.7664703545,0.7983496844,0.7514118209,0.7506143854,0.6976593462,0.831154406,0.6823614021,0.8241282735
P17,P17,0.94141,0.7561794896,0.7624116782,0.7271217618,0.7285544855,0.6873543773,0.8219499984,0.7134048333,0.7986601216
P17,P17,0.94189,0.7561752517,0.6807290671,0.7515546122,0.7382373015,0.6894455493,0.789158833,0.7419688767,0.8659062387
P17,P17,0.94238,0.7746757169,0.5989742979,0.7738931772,0.8187681481,0.755972037,0.7431701782,0.8196538899,0.9254465062
P17,P17,0.94287,0.8199467897,0.5746042173,0.7751231917,0.9006070126,0.8103337613,0.7140702562,0.9116607623,0.9337116152
P17,P17,0.94336,0.9013841757,0.5785072117,0.7905282886,0.9312493373,0.8504032316,0.7258196191,0.9590190741,0.9327578496
P17,P17,0.94385,0.9067833411,0.5809392136,0.8350894465,0.925053391,0.8255121709,0.6921245135,0.981029709,0.9046572883
P17,P17,0.94434,0.877622441,0.6314168925,0.8584122092,0.8894144696,0.8003320981,0.7006863452,1.002378001,0.8674889711
P17,P17,0.94482,0.7885969617,0.6951192644,0.8826870321,0.8457618975,0.7534397207,0.7163384784,0.9876572864,0.8539728349
P17,P17,0.94531,0.6789911921,0.7345097235,0.8955084198,0.8354971108,0.7314555259,0.7225682251,0.99601738,0.8847068945
P17,P17,0.9458,0.6222445421,0.7673745548,0.9071668922,0.8308161661,0.77804545,0.7696905883,0.9843072324,0.835693347
P17,P17,0.94629,0.5746142071,0.8165211096,0.9001675286,0.7985560205,0.8076432625,0.831379632,0.9196157053,0.7652546731
P17,P17,0.94678,0.5598898857,0.8589030204,0.9106394049,0.7776649637,0.8359341456,0.8506646275,0.9414962896,0.755119876
P17,P17,0.94727,0.5470097631,0.8554705296,0.8886006329,0.7768051336,0.8376376038,0.8457604742,0.9618820901,0.7531919695
P17,P17,0.94775,0.5911313183,0.7974051848,0.840791882,0.7978664733,0.8170866663,0.8636631049,0.9269485242,0.7938311792
P17,P17,0.94824,0.6464659001,0.6890059825,0.8105011868,0.7996779564,0.8080831053,0.8845901196,0.9151871569,0.8158724004
P17,P17,0.94873,0.6855001932,0.5850404931,0.7643219,0.7491736785,0.7977684164,0.8230556103,0.8634521774,0.8011051489
P17,P17,0.94922,0.7161241558,0.5858919482,0.7127581871,0.6835964427,0.7675631059,0.7539688873,0.8363327316,0.7389984315
P17,P17,0.94971,0.7644754818,0.6444006156,0.7068621682,0.67910188,0.7334078191,0.7274245323,0.7973422584,0.6767469363
P17,P17,0.9502,0.8278802097,0.6678206788,0.7292709273,0.7426807953,0.6624911867,0.7336778065,0.7337702702,0.7047280062
P17,P17,0.95068,0.8580279189,0.6795998931,0.786821496,0.7739136426,0.5704720166,0.7208616517,0.7871547924,0.785198333
P17,P17,0.95117,0.8176523114,0.6778052349,0.8175280842,0.7341787464,0.5244504047,0.7085848073,0.8181462266,0.8438312154
P17,P17,0.95166,0.7283527815,0.707278847,0.793114021,0.723655989,0.5125442023,0.7222829134,0.7788537091,0.8068304982
P17,P17,0.95215,0.6430476475,0.721440059,0.7361303039,0.7779615734,0.5098106823,0.7333197006,0.7605042563,0.7519406554
P17,P17,0.95264,0.5887253829,0.7301348854,0.7839386464,0.8320351179,0.5630685489,0.7606271194,0.7557723774,0.7814622911
P17,P17,0.95312,0.6078849038,0.7314910593,0.7983306495,0.8235078005,0.6365219927,0.7128419026,0.704844479,0.7985561412
P17,P17,0.95361,0.6216671423,0.7129994026,0.7196100495,0.7498394108,0.6735699019,0.6794077241,0.6389451923,0.775157823
P17,P17,0.9541,0.6947051759,0.6712999085,0.6582063006,0.7039276231,0.6715188533,0.6676340845,0.6385781888,0.7869733259
P17,P17,0.95459,0.7402309772,0.6334514944,0.6948289325,0.7184046522,0.7184489397,0.7056389673,0.6382130988,0.7931545564
P17,P17,0.95508,0.7534184103,0.6597250892,0.7226335092,0.7608311067,0.8066632113,0.7284795026,0.6434564022,0.7420010756
P17,P17,0.95557,0.7599892528,0.749356734,0.7570887859,0.8188465223,0.8340178772,0.7168104036,0.7160110581,0.6920187526
P17,P17,0.95605,0.7377334556,0.7763290662,0.788690823,0.865253405,0.7992753185,0.6886559073,0.8240162639,0.6976794818
P17,P17,0.95654,0.6936537498,0.8195484205,0.8044961954,0.8481787517,0.728047869,0.663338499,0.8559197005,0.6910253133
P17,P17,0.95703,0.6882413054,0.8209663548,0.7817864781,0.839599831,0.6901429231,0.6788923591,0.8644953741,0.6485179671
P17,P17,0.95752,0.6801455334,0.8036341185,0.7462437391,0.8550446589,0.6479586961,0.6782952593,0.8345561708,0.6585088218
P17,P17,0.95801,0.6422778099,0.7527872965,0.6958872566,0.8514079146,0.5880985438,0.6730071833,0.8172285609,0.6948545567
P17,P17,0.9585,0.5840930475,0.6812973499,0.6456884947,0.8207072989,0.502473787,0.6431194328,0.8076133544,0.7377884436
P17,P17,0.95898,0.5840518031,0.6325028241,0.6490554587,0.8256234781,0.4769194136,0.665203578,0.8514619137,0.7685690577
